"Date","Transaction","Name","Memo","Amount"
"2025-04-21","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-13.32"
"2025-04-21","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-11.99"
"2025-04-24","DEBIT","DEBIT PURCHASE -VISA MO S&T HAVENER C573-341-4993MO","Download from usbank.com.9057","-25.00"
"2025-04-24","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.98"
"2025-04-24","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-20.73"
"2025-04-25","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-47.78"
"2025-04-28","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","200.00"
"2025-04-28","DEBIT","DEBIT PURCHASE -VISA MO S&T HAVENER C573-341-4993MO","Download from usbank.com.9057","-25.00"
"2025-04-28","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-19.68"
"2025-04-28","DEBIT","DEBIT PURCHASE -VISA TACO LOCO       WASHINGTON  MO","Download from usbank.com.9057","-30.00"
"2025-04-28","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-11.52"
"2025-04-28","DEBIT","DEBIT PURCHASE WM SUPERC Wal-MaWASHINGTON  MO","Download from usbank.com.9057","-54.40"
"2025-04-28","DEBIT","DEBIT PURCHASE -VISA Subway 56625    Washington  MO","Download from usbank.com.9057","-22.73"
"2025-04-29","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","200.00"
"2025-04-29","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-2.99"
"2025-04-29","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-2.99"
"2025-04-30","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-21.96"
