"Date","Transaction","Name","Memo","Amount"
"2025-05-08","DEBIT","DEBIT PURCHASE -VISA MO S&T DINING REROLLA       MO","Download from usbank.com.9057","-11.33"
"2025-05-08","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-2.99"
"2025-05-08","DEBIT","RECURRING DEBIT PURCHASE PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2025-05-09","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.98"
"2025-05-09","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.97"
"2025-05-12","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","200.00"
"2025-05-12","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2025-05-12","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-26.86"
"2025-05-12","DEBIT","DEBIT PURCHASE WAL-MART #0172  WASHINGTON  MO","Download from usbank.com.9057","-32.62"
"2025-05-12","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-25.59"
"2025-05-12","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-25.56"
"2025-05-12","DEBIT","RECURRING DEBIT PURCHASE PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2025-05-12","DEBIT","RECURRING DEBIT PURCHASE Spotify USA     877-7781161 NY","Download from usbank.com.9057","-5.99"
"2025-05-13","DEBIT","DEBIT PURCHASE -VISA MO S&T HAVENER C573-341-4993MO","Download from usbank.com.9057","-25.00"
"2025-05-13","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2025-05-14","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2025-05-14","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-12.82"
"2025-05-14","DEBIT","DEBIT PURCHASE WM SUPERC 1701 AWASHINGTON  MO","Download from usbank.com.9057","-3.20"
"2025-05-15","DEBIT","DEBIT PURCHASE -VISA MO S&T HAVENER C573-341-4993MO","Download from usbank.com.9057","-25.00"
"2025-05-15","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-22.62"
"2025-05-15","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-42.53"
"2025-05-16","DEBIT","DEBIT PURCHASE -VISA SONIC DRIVE IN #WASHINGTON  MO","Download from usbank.com.9057","-22.04"
"2025-05-19","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","200.00"
"2025-05-19","DEBIT","DEBIT PURCHASE BIG BOYS GRILLEDWASHINGTON  MO","Download from usbank.com.9057","-18.50"
"2025-05-19","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-25.78"
"2025-05-19","DEBIT","DEBIT PURCHASE -VISA TACO LOCO       WASHINGTON  MO","Download from usbank.com.9057","-33.92"
"2025-05-19","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-29.99"
"2025-05-19","DEBIT","DEBIT PURCHASE WAL-MART #0172  WASHINGTON  MO","Download from usbank.com.9057","-13.00"
"2025-05-19","DEBIT","DEBIT PURCHASE WM SUPERC 1701 AWASHINGTON  MO","Download from usbank.com.9057","-91.51"
"2025-05-19","DEBIT","MONTHLY MAINTENANCE FEE","Download from usbank.com.","-12.00"
"2025-05-19","CREDIT","MONTHLY MAINTENANCE FEE WAIVED","Download from usbank.com.","12.00"
"2025-05-20","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2025-05-20","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-11.99"
"2025-05-21","DEBIT","DEBIT PURCHASE WM SUPERC 1701 AWASHINGTON  MO","Download from usbank.com.9057","-34.23"
"2025-05-22","DEBIT","DEBIT PURCHASE -VISA SPORT CLIPS - MOWASHINGTON  MO","Download from usbank.com.9057","-40.00"
"2025-05-22","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-8.20"
"2025-05-23","DEBIT","DEBIT PURCHASE -VISA MR FUEL 717     VILLA RIDGE MO","Download from usbank.com.9057","-3.11"
"2025-05-27","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","200.00"
"2025-05-27","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","50.00"
"2025-05-27","DEBIT","DEBIT PURCHASE -VISA BENNETT SPRING SLEBANON     MO","Download from usbank.com.9057","-16.19"
"2025-05-27","DEBIT","DEBIT PURCHASE -VISA BENNETT SPRING SLEBANON     MO","Download from usbank.com.9057","-16.19"
"2025-05-27","DEBIT","DEBIT PURCHASE -VISA BENNETT SPRING SLEBANON     MO","Download from usbank.com.9057","-9.69"
"2025-05-27","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-7.98"
"2025-05-27","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4695LEBANON     MO","Download from usbank.com.9057","-32.60"
"2025-05-27","DEBIT","DEBIT PURCHASE BP#8890253FAS-T WASHINGTON  MO","Download from usbank.com.9057","-39.77"
"2025-05-29","DEBIT","DEBIT PURCHASE -VISA STARBUCKS 66505 WASHINGTON  MO","Download from usbank.com.9057","-14.59"
"2025-05-29","DEBIT","DEBIT PURCHASE -VISA PULQUE MEXICAN RWASHINGTON  MO","Download from usbank.com.9057","-45.32"
"2025-05-29","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-1.84"
"2025-05-30","DEBIT","DEBIT PURCHASE -VISA ARBYS 7024      WASHINGTON  MO","Download from usbank.com.9057","-15.72"
