"Date","Transaction","Name","Memo","Amount"
"2024-07-10","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  800-275-2273CA","Download from usbank.com.9057","-9.98"
"2024-07-10","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  800-275-2273CA","Download from usbank.com.9057","-14.98"
"2024-07-10","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-19.99"
"2024-07-11","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-10.41"
"2024-07-11","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-07-12","CREDIT","ELECTRONIC DEPOSIT LOWE'S HOME CENT","Download from usbank.com.","411.10"
"2024-07-12","DEBIT","DEBIT PURCHASE -VISA PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2024-07-12","DEBIT","RECURRING DEBIT PURCHASE Spotify USA     877-7781161 NY","Download from usbank.com.9057","-5.99"
"2024-07-12","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-15","DEBIT","DEBIT PURCHASE -VISA APPLEBEES 8119  WASHINGTON  MO","Download from usbank.com.9057","-49.90"
"2024-07-15","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-15","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-16","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  800-275-2273CA","Download from usbank.com.9057","-49.99"
"2024-07-16","DEBIT","DEBIT PURCHASE -VISA TACO BELL 16764 UNION       MO","Download from usbank.com.9057","-25.65"
"2024-07-16","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-16","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-16","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-9.99"
"2024-07-17","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.98"
"2024-07-17","DEBIT","ELECTRONIC WITHDRAWAL WHYSP.ORG","Download from usbank.com.","-59.81"
"2024-07-17","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-17","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-17","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-9.99"
"2024-07-17","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-19.99"
"2024-07-18","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-18","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-18","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-18","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-18","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-9.99"
"2024-07-18","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-19.99"
"2024-07-18","DEBIT","MONTHLY MAINTENANCE FEE","Download from usbank.com.","-6.95"
"2024-07-18","CREDIT","MONTHLY MAINTENANCE FEE WAIVED","Download from usbank.com.","6.95"
"2024-07-19","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-10.41"
"2024-07-22","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-07-22","DEBIT","DEBIT PURCHASE -VISA TACO LOCO       WASHINGTON  MO","Download from usbank.com.9057","-15.05"
"2024-07-22","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-10.14"
"2024-07-22","DEBIT","ELECTRONIC WITHDRAWAL WHYSP.ORG","Download from usbank.com.","-12.10"
"2024-07-22","DEBIT","ELECTRONIC WITHDRAWAL TEBEX LIMITED","Download from usbank.com.","-24.99"
"2024-07-22","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-10.81"
"2024-07-22","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-11.99"
"2024-07-23","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-10.41"
"2024-07-23","DEBIT","DEBIT PURCHASE -VISA CINEMA 1 PLUS   636-239-5056MO","Download from usbank.com.9057","-17.24"
"2024-07-23","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-23","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-24","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","100.00"
"2024-07-24","DEBIT","DEBIT PURCHASE -VISA SPORT CLIPS - MOWASHINGTON  MO","Download from usbank.com.9057","-36.00"
"2024-07-24","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-24.21"
"2024-07-24","DEBIT","DEBIT PURCHASE -VISA STARBUCKS STORE WASHINGTON  MO","Download from usbank.com.9057","-14.04"
"2024-07-24","DEBIT","DEBIT PURCHASE -VISA Subway 5540     Washington  MO","Download from usbank.com.9057","-18.37"
"2024-07-24","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-13.80"
"2024-07-26","CREDIT","ELECTRONIC DEPOSIT LOWE'S HOME CENT","Download from usbank.com.","298.14"
"2024-07-26","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-07-29","DEBIT","DEBIT PURCHASE -VISA PP*GOOGLE PLAY P402-935-7733CA","Download from usbank.com.9057","-4.99"
"2024-07-29","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-7.48"
"2024-07-29","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-10.14"
"2024-07-29","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-10.41"
"2024-07-29","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-48.97"
"2024-07-30","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-10.41"
"2024-07-30","DEBIT","DEBIT PURCHASE -VISA Dicks Sporting GWashington  MO","Download from usbank.com.9057","-32.87"
"2024-07-30","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-13.26"
"2024-07-31","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-20.44"
"2024-07-31","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-08-01","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-08-02","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-24.32"
"2024-08-02","DEBIT","ELECTRONIC WITHDRAWAL TEBEX LIMITED","Download from usbank.com.","-7.99"
"2024-08-02","DEBIT","ELECTRONIC WITHDRAWAL WINDSCRIBE LIMIT","Download from usbank.com.","-69.00"
"2024-08-05","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  800-275-2273CA","Download from usbank.com.9057","-14.99"
"2024-08-05","DEBIT","DEBIT PURCHASE CASEYS #3671 150WASHINGTON  MO","Download from usbank.com.9057","-11.27"
"2024-08-05","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-7.56"
"2024-08-05","DEBIT","ELECTRONIC WITHDRAWAL MATTHEW BISHOP","Download from usbank.com.","-78.75"
"2024-08-06","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-21.50"
"2024-08-07","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","100.00"
"2024-08-07","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 9767","Download from usbank.com.","100.00"
"2024-08-07","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-10.41"
"2024-08-08","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-6.35"
"2024-08-09","CREDIT","ELECTRONIC DEPOSIT LOWE'S HOME CENT","Download from usbank.com.","538.64"
"2024-08-09","DEBIT","DEBIT PURCHASE KOHLS 1098 3198 WASHINGTON  MO","Download from usbank.com.9057","-185.59"
"2024-08-12","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-10.41"
"2024-08-12","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.97"
"2024-08-12","DEBIT","DEBIT PURCHASE -VISA JCPENNEY 2977   WASHINGTON  MO","Download from usbank.com.9057","-29.89"
"2024-08-12","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-23.60"
"2024-08-12","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F4212WASHINGTON  MO","Download from usbank.com.9057","-8.69"
"2024-08-12","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-24.97"
"2024-08-12","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.98"
"2024-08-12","DEBIT","DEBIT PURCHASE AMOCO#1096100FA WASHINGTON  MO","Download from usbank.com.9057","-5.07"
"2024-08-12","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-10.41"
"2024-08-12","DEBIT","DEBIT PURCHASE VIOC 050029     WASHINGTON  MO","Download from usbank.com.9057","-62.02"
"2024-08-12","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-19.99"
"2024-08-12","DEBIT","DEBIT PURCHASE -VISA PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2024-08-12","DEBIT","RECURRING DEBIT PURCHASE Spotify USA     877-7781161 NY","Download from usbank.com.9057","-5.99"
"2024-08-13","DEBIT","DEBIT PURCHASE WM SUPERC Wal-MaROLLA       MO","Download from usbank.com.9057","-4.56"
"2024-08-14","DEBIT","DEBIT PURCHASE -VISA PAYPAL *STEAM GA4259522985  WA","Download from usbank.com.9057","-9.99"
"2024-08-14","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-14.97"
"2024-08-16","DEBIT","DEBIT PURCHASE 30 FASTLANE     SAINT CLAIR MO","Download from usbank.com.9057","-48.49"
"2024-08-19","DEBIT","DEBIT PURCHASE -VISA APPLEBEES 8119  WASHINGTON  MO","Download from usbank.com.9057","-50.12"
"2024-08-19","DEBIT","DEBIT PURCHASE -VISA LOWES #01648*   WASHINGTON  MO","Download from usbank.com.9057","-10.86"
"2024-08-19","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  800-275-2273CA","Download from usbank.com.9057","-4.99"
"2024-08-19","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.99"
"2024-08-19","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  800-275-2273CA","Download from usbank.com.9057","-19.99"
"2024-08-19","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-49.99"
"2024-08-19","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  800-275-2273CA","Download from usbank.com.9057","-99.99"
"2024-08-19","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F1220UNION       MO","Download from usbank.com.9057","-13.47"
"2024-08-19","DEBIT","ELECTRONIC WITHDRAWAL TUYHPQ","Download from usbank.com.","-31.50"
"2024-08-19","DEBIT","MONTHLY MAINTENANCE FEE","Download from usbank.com.","-6.95"
"2024-08-19","CREDIT","MONTHLY MAINTENANCE FEE WAIVED","Download from usbank.com.","6.95"
"2024-08-20","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-24.98"
"2024-08-20","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-80.17"
"2024-08-20","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-11.99"
"2024-08-21","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2024-08-21","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-49.99"
"2024-08-21","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-99.99"
"2024-08-22","DEBIT","DEBIT PURCHASE -VISA CRTWLLMISSRIS&TCROLLA       MO","Download from usbank.com.9057","-6.12"
"2024-08-22","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-10.81"
"2024-08-22","DEBIT","ELECTRONIC WITHDRAWAL SLAMET SETIO","Download from usbank.com.","-18.99"
"2024-08-23","CREDIT","ELECTRONIC DEPOSIT LOWE'S HOME CENT","Download from usbank.com.","273.04"
"2024-08-23","DEBIT","ELECTRONIC WITHDRAWAL LILITH NETWORK H","Download from usbank.com.","-4.99"
"2024-08-26","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 0796","Download from usbank.com.","300.00"
"2024-08-26","DEBIT","DEBIT PURCHASE -VISA CRTWLLMISSRIS&TCROLLA       MO","Download from usbank.com.9057","-5.37"
"2024-08-26","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-7.46"
"2024-08-26","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-08-26","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #418WASHINGTON  MO","Download from usbank.com.9057","-19.23"
"2024-08-26","DEBIT","DEBIT PURCHASE -VISA JCPENNEY 2977   WASHINGTON  MO","Download from usbank.com.9057","-298.24"
"2024-08-26","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-26.70"
"2024-08-26","DEBIT","DEBIT PURCHASE -VISA SUSHI KING      WASHINGTON  MO","Download from usbank.com.9057","-60.89"
"2024-08-26","DEBIT","DEBIT PURCHASE -VISA PP*GOOGLE PLAY P402-935-7733CA","Download from usbank.com.9057","-4.99"
"2024-08-26","DEBIT","DEBIT PURCHASE WM SUPERC Wal-MaWASHINGTON  MO","Download from usbank.com.9057","-11.96"
"2024-08-26","DEBIT","DEBIT PURCHASE -VISA EXXON ON THE RUNSAINT JAMES MO","Download from usbank.com.9057","-45.27"
"2024-08-26","DEBIT","DEBIT PURCHASE -VISA Riot* AN4AX2MG2U866-373-9211CA","Download from usbank.com.9057","-9.99"
"2024-08-26","DEBIT","DEBIT PURCHASE -VISA Riot* AN4QNUEEBQ866-373-9211CA","Download from usbank.com.9057","-4.99"
"2024-08-26","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-3.29"
"2024-08-28","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-26.69"
"2024-08-28","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-26.69"
"2024-08-29","DEBIT","DEBIT PURCHASE ON THE RUN #120 ROLLA       MO","Download from usbank.com.9057","-12.00"
"2024-08-29","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-26.16"
"2024-08-30","DEBIT","ELECTRONIC WITHDRAWAL SANDBOX INTERACT","Download from usbank.com.","-14.95"
"2024-09-03","CREDIT","VISA DIRECT CASH APP*E M*CAS","Download from usbank.com.9057","73.69"
"2024-09-03","DEBIT","DEBIT PURCHASE ON THE RUN #120 ROLLA       MO","Download from usbank.com.9057","-7.00"
"2024-09-03","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-7.46"
"2024-09-03","DEBIT","DEBIT PURCHASE -VISA Subway 5540     Washington  MO","Download from usbank.com.9057","-18.37"
"2024-09-03","DEBIT","WEB AUTHORIZED PMT PAYPAL","Download from usbank.com.","-7.56"
"2024-09-03","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-27.52"
"2024-09-04","CREDIT","VISA DIRECT CASH APP*E M*CAS","Download from usbank.com.9057","49.12"
"2024-09-04","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-73.59"
"2024-09-05","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-46.40"
"2024-09-06","CREDIT","ELECTRONIC DEPOSIT LOWE'S HOME CENT","Download from usbank.com.","67.26"
"2024-09-09","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-7.80"
"2024-09-09","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.99"
"2024-09-09","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  800-275-2273CA","Download from usbank.com.9057","-4.99"
"2024-09-09","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.99"
"2024-09-09","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-19.99"
"2024-09-09","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-8.22"
"2024-09-09","DEBIT","DEBIT PURCHASE -VISA TARGET        00WASHINGTON  MO","Download from usbank.com.9057","-21.92"
"2024-09-09","DEBIT","DEBIT PURCHASE -VISA SUSHI KING      WASHINGTON  MO","Download from usbank.com.9057","-55.10"
"2024-09-09","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-5.91"
"2024-09-09","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-5.11"
"2024-09-09","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-11.28"
"2024-09-09","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-60.39"
"2024-09-11","DEBIT","DEBIT PURCHASE -VISA TACO LOCO       WASHINGTON  MO","Download from usbank.com.9057","-38.36"
"2024-09-11","DEBIT","DEBIT PURCHASE BHANGU PETROLEUMUNION       MO","Download from usbank.com.9057","-42.11"
"2024-09-11","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F1220UNION       MO","Download from usbank.com.9057","-13.47"
"2024-09-12","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2024-09-12","DEBIT","DEBIT PURCHASE -VISA PAYPAL *DISCORD 402-935-7733CA","Download from usbank.com.9057","-10.41"
"2024-09-12","DEBIT","RECURRING DEBIT PURCHASE Spotify USA     877-7781161 NY","Download from usbank.com.9057","-11.99"
"2024-09-12","DEBIT","ELECTRONIC WITHDRAWAL GAMER2GAMER GLOB","Download from usbank.com.","-62.39"
"2024-09-13","DEBIT","ELECTRONIC WITHDRAWAL SANDBOX INTERACT","Download from usbank.com.","-14.95"
"2024-09-13","DEBIT","ELECTRONIC WITHDRAWAL SANDBOX INTERACT","Download from usbank.com.","-99.95"
"2024-09-16","CREDIT","MOBILE BANKING TRANSFER DEPOSIT 5936","Download from usbank.com.","200.00"
"2024-09-16","CREDIT","VISA DIRECT COINBASE","Download from usbank.com.9057","97.71"
"2024-09-16","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-6.18"
"2024-09-16","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-8.22"
"2024-09-16","DEBIT","DEBIT PURCHASE -VISA COINBASE        https://www.CA","Download from usbank.com.9057","-100.00"
"2024-09-16","DEBIT","DEBIT PURCHASE -VISA COINBASE        https://www.CA","Download from usbank.com.9057","-2.15"
"2024-09-16","DEBIT","DEBIT PURCHASE -VISA STARBUCKS STORE WASHINGTON  MO","Download from usbank.com.9057","-13.28"
"2024-09-16","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-4.99"
"2024-09-16","DEBIT","DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA","Download from usbank.com.9057","-9.99"
"2024-09-16","DEBIT","DEBIT PURCHASE WAL-MART #0172  WASHINGTON  MO","Download from usbank.com.9057","-7.39"
"2024-09-17","DEBIT","DEBIT PURCHASE -VISA TACO BELL 4241  WASHINGTON  MO","Download from usbank.com.9057","-24.21"
"2024-09-17","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-9.41"
"2024-09-17","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-9.67"
"2024-09-19","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-5.11"
"2024-09-19","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-7.80"
"2024-09-19","DEBIT","DEBIT PURCHASE BHANGU PETROLEUMUNION       MO","Download from usbank.com.9057","-37.88"
"2024-09-19","DEBIT","MONTHLY MAINTENANCE FEE","Download from usbank.com.","-6.95"
"2024-09-19","CREDIT","MONTHLY MAINTENANCE FEE WAIVED","Download from usbank.com.","6.95"
"2024-09-20","DEBIT","DEBIT PURCHASE -VISA 365 MARKET  888 TROY        MI","Download from usbank.com.9057","-7.53"
"2024-09-20","DEBIT","DEBIT PURCHASE -VISA TACO BELL 027912ROLLA       MO","Download from usbank.com.9057","-10.71"
"2024-09-20","DEBIT","DEBIT PURCHASE -VISA MCDONALD'S F1220UNION       MO","Download from usbank.com.9057","-13.47"
